iterations, time, cart::mass[REAL], cart::mass_pendulum[REAL], cart::length_pendulum[REAL], cart::initial_velocity[REAL], cart::initial_position[REAL], cart::velocity[REAL], cart::position[REAL], cart::acceleration[REAL], cart::force_pendulum[REAL], cart::force[REAL], pendulum::angular_velocity[REAL], pendulum::mass[REAL], pendulum::acceleration[REAL], pendulum::length[REAL], pendulum::initial_angle[REAL], pendulum::angle[REAL], pendulum::initial_angular_velocity[REAL], pendulum::force[REAL], pendulum::cart_acceleration[REAL], regulator::angular_velocity[REAL], regulator::k1[REAL], regulator::angle[REAL], regulator::k2[REAL], regulator::k3[REAL], regulator::velocity[REAL], regulator::position[REAL], regulator::k4[REAL], regulator::force[REAL]
733, 7.33, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002607, 0.000026, 0.260734, -0.000350, 0.286125, -0.009711, 0.100000, 0.003499, 1.000000, 0.349066, 0.026927, 0.000000, -0.000350, 0.260734, -0.009711, -15.000000, 0.026927, -15.000000, -30.000000, 0.002607, 0.000026, -10.000000, 0.286125
734, 7.34, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002598, 0.000026, 0.259796, -0.000348, 0.285097, -0.009676, 0.100000, 0.003487, 1.000000, 0.349066, 0.026831, 0.000000, -0.000348, 0.259796, -0.009676, -15.000000, 0.026831, -15.000000, -30.000000, 0.002598, 0.000026, -10.000000, 0.285097
735, 7.35, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002589, 0.000026, 0.258862, -0.000347, 0.284072, -0.009642, 0.100000, 0.003474, 1.000000, 0.349066, 0.026734, 0.000000, -0.000347, 0.258862, -0.009642, -15.000000, 0.026734, -15.000000, -30.000000, 0.002589, 0.000026, -10.000000, 0.284072
736, 7.36, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002579, 0.000026, 0.257931, -0.000346, 0.283050, -0.009607, 0.100000, 0.003462, 1.000000, 0.349066, 0.026638, 0.000000, -0.000346, 0.257931, -0.009607, -15.000000, 0.026638, -15.000000, -30.000000, 0.002579, 0.000026, -10.000000, 0.283050
737, 7.37, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002570, 0.000026, 0.257004, -0.000345, 0.282033, -0.009573, 0.100000, 0.003449, 1.000000, 0.349066, 0.026542, 0.000000, -0.000345, 0.257004, -0.009573, -15.000000, 0.026542, -15.000000, -30.000000, 0.002570, 0.000026, -10.000000, 0.282033
738, 7.38, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002561, 0.000026, 0.256080, -0.000343, 0.281019, -0.009538, 0.100000, 0.003437, 1.000000, 0.349066, 0.026447, 0.000000, -0.000343, 0.256080, -0.009538, -15.000000, 0.026447, -15.000000, -30.000000, 0.002561, 0.000026, -10.000000, 0.281019
739, 7.39, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002552, 0.000026, 0.255159, -0.000342, 0.280008, -0.009504, 0.100000, 0.003425, 1.000000, 0.349066, 0.026352, 0.000000, -0.000342, 0.255159, -0.009504, -15.000000, 0.026352, -15.000000, -30.000000, 0.002552, 0.000026, -10.000000, 0.280008
740, 7.4, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002542, 0.000025, 0.254242, -0.000341, 0.279002, -0.009470, 0.100000, 0.003412, 1.000000, 0.349066, 0.026257, 0.000000, -0.000341, 0.254242, -0.009470, -15.000000, 0.026257, -15.000000, -30.000000, 0.002542, 0.000025, -10.000000, 0.279002
741, 7.41, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002533, 0.000025, 0.253328, -0.000340, 0.277998, -0.009436, 0.100000, 0.003400, 1.000000, 0.349066, 0.026163, 0.000000, -0.000340, 0.253328, -0.009436, -15.000000, 0.026163, -15.000000, -30.000000, 0.002533, 0.000025, -10.000000, 0.277998
742, 7.42, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002524, 0.000025, 0.252417, -0.000338, 0.276999, -0.009402, 0.100000, 0.003388, 1.000000, 0.349066, 0.026069, 0.000000, -0.000338, 0.252417, -0.009402, -15.000000, 0.026069, -15.000000, -30.000000, 0.002524, 0.000025, -10.000000, 0.276999
743, 7.43, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002515, 0.000025, 0.251509, -0.000337, 0.276003, -0.009368, 0.100000, 0.003376, 1.000000, 0.349066, 0.025975, 0.000000, -0.000337, 0.251509, -0.009368, -15.000000, 0.025975, -15.000000, -30.000000, 0.002515, 0.000025, -10.000000, 0.276003
744, 7.44, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002506, 0.000025, 0.250605, -0.000336, 0.275011, -0.009335, 0.100000, 0.003364, 1.000000, 0.349066, 0.025882, 0.000000, -0.000336, 0.250605, -0.009335, -15.000000, 0.025882, -15.000000, -30.000000, 0.002506, 0.000025, -10.000000, 0.275011
745, 7.45, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002497, 0.000025, 0.249704, -0.000335, 0.274022, -0.009301, 0.100000, 0.003352, 1.000000, 0.349066, 0.025789, 0.000000, -0.000335, 0.249704, -0.009301, -15.000000, 0.025789, -15.000000, -30.000000, 0.002497, 0.000025, -10.000000, 0.274022
746, 7.46, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002488, 0.000025, 0.248806, -0.000334, 0.273037, -0.009268, 0.100000, 0.003340, 1.000000, 0.349066, 0.025696, 0.000000, -0.000334, 0.248806, -0.009268, -15.000000, 0.025696, -15.000000, -30.000000, 0.002488, 0.000025, -10.000000, 0.273037
747, 7.47, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002479, 0.000025, 0.247912, -0.000332, 0.272055, -0.009234, 0.100000, 0.003328, 1.000000, 0.349066, 0.025604, 0.000000, -0.000332, 0.247912, -0.009234, -15.000000, 0.025604, -15.000000, -30.000000, 0.002479, 0.000025, -10.000000, 0.272055
748, 7.48, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002470, 0.000025, 0.247020, -0.000331, 0.271077, -0.009201, 0.100000, 0.003316, 1.000000, 0.349066, 0.025512, 0.000000, -0.000331, 0.247020, -0.009201, -15.000000, 0.025512, -15.000000, -30.000000, 0.002470, 0.000025, -10.000000, 0.271077
749, 7.49, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002461, 0.000025, 0.246132, -0.000330, 0.270102, -0.009168, 0.100000, 0.003304, 1.000000, 0.349066, 0.025420, 0.000000, -0.000330, 0.246132, -0.009168, -15.000000, 0.025420, -15.000000, -30.000000, 0.002461, 0.000025, -10.000000, 0.270102
750, 7.5, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002452, 0.000025, 0.245247, -0.000329, 0.269131, -0.009135, 0.100000, 0.003292, 1.000000, 0.349066, 0.025329, 0.000000, -0.000329, 0.245247, -0.009135, -15.000000, 0.025329, -15.000000, -30.000000, 0.002452, 0.000025, -10.000000, 0.269131
751, 7.51, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002444, 0.000024, 0.244366, -0.000328, 0.268163, -0.009102, 0.100000, 0.003280, 1.000000, 0.349066, 0.025238, 0.000000, -0.000328, 0.244366, -0.009102, -15.000000, 0.025238, -15.000000, -30.000000, 0.002444, 0.000024, -10.000000, 0.268163
752, 7.52, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002435, 0.000024, 0.243487, -0.000327, 0.267199, -0.009070, 0.100000, 0.003269, 1.000000, 0.349066, 0.025147, 0.000000, -0.000327, 0.243487, -0.009070, -15.000000, 0.025147, -15.000000, -30.000000, 0.002435, 0.000024, -10.000000, 0.267199
753, 7.53, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002426, 0.000024, 0.242612, -0.000325, 0.266239, -0.009037, 0.100000, 0.003257, 1.000000, 0.349066, 0.025057, 0.000000, -0.000325, 0.242612, -0.009037, -15.000000, 0.025057, -15.000000, -30.000000, 0.002426, 0.000024, -10.000000, 0.266239
754, 7.54, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002417, 0.000024, 0.241739, -0.000324, 0.265281, -0.009005, 0.100000, 0.003245, 1.000000, 0.349066, 0.024967, 0.000000, -0.000324, 0.241739, -0.009005, -15.000000, 0.024967, -15.000000, -30.000000, 0.002417, 0.000024, -10.000000, 0.265281
755, 7.55, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002409, 0.000024, 0.240870, -0.000323, 0.264328, -0.008972, 0.100000, 0.003234, 1.000000, 0.349066, 0.024877, 0.000000, -0.000323, 0.240870, -0.008972, -15.000000, 0.024877, -15.000000, -30.000000, 0.002409, 0.000024, -10.000000, 0.264328
756, 7.56, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002400, 0.000024, 0.240004, -0.000322, 0.263377, -0.008940, 0.100000, 0.003222, 1.000000, 0.349066, 0.024788, 0.000000, -0.000322, 0.240004, -0.008940, -15.000000, 0.024788, -15.000000, -30.000000, 0.002400, 0.000024, -10.000000, 0.263377
757, 7.57, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002391, 0.000024, 0.239141, -0.000321, 0.262430, -0.008908, 0.100000, 0.003210, 1.000000, 0.349066, 0.024698, 0.000000, -0.000321, 0.239141, -0.008908, -15.000000, 0.024698, -15.000000, -30.000000, 0.002391, 0.000024, -10.000000, 0.262430
758, 7.58, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002383, 0.000024, 0.238281, -0.000320, 0.261487, -0.008876, 0.100000, 0.003199, 1.000000, 0.349066, 0.024610, 0.000000, -0.000320, 0.238281, -0.008876, -15.000000, 0.024610, -15.000000, -30.000000, 0.002383, 0.000024, -10.000000, 0.261487
759, 7.59, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002374, 0.000024, 0.237425, -0.000318, 0.260547, -0.008844, 0.100000, 0.003187, 1.000000, 0.349066, 0.024521, 0.000000, -0.000318, 0.237425, -0.008844, -15.000000, 0.024521, -15.000000, -30.000000, 0.002374, 0.000024, -10.000000, 0.260547
760, 7.6, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002366, 0.000024, 0.236571, -0.000317, 0.259610, -0.008812, 0.100000, 0.003176, 1.000000, 0.349066, 0.024433, 0.000000, -0.000317, 0.236571, -0.008812, -15.000000, 0.024433, -15.000000, -30.000000, 0.002366, 0.000024, -10.000000, 0.259610
761, 7.61, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002357, 0.000024, 0.235721, -0.000316, 0.258677, -0.008781, 0.100000, 0.003165, 1.000000, 0.349066, 0.024345, 0.000000, -0.000316, 0.235721, -0.008781, -15.000000, 0.024345, -15.000000, -30.000000, 0.002357, 0.000024, -10.000000, 0.258677
762, 7.62, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002349, 0.000023, 0.234873, -0.000315, 0.257746, -0.008749, 0.100000, 0.003153, 1.000000, 0.349066, 0.024258, 0.000000, -0.000315, 0.234873, -0.008749, -15.000000, 0.024258, -15.000000, -30.000000, 0.002349, 0.000023, -10.000000, 0.257746
763, 7.63, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002340, 0.000023, 0.234029, -0.000314, 0.256820, -0.008718, 0.100000, 0.003142, 1.000000, 0.349066, 0.024171, 0.000000, -0.000314, 0.234029, -0.008718, -15.000000, 0.024171, -15.000000, -30.000000, 0.002340, 0.000023, -10.000000, 0.256820
764, 7.64, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002332, 0.000023, 0.233187, -0.000313, 0.255896, -0.008687, 0.100000, 0.003131, 1.000000, 0.349066, 0.024084, 0.000000, -0.000313, 0.233187, -0.008687, -15.000000, 0.024084, -15.000000, -30.000000, 0.002332, 0.000023, -10.000000, 0.255896
765, 7.65, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002323, 0.000023, 0.232349, -0.000312, 0.254976, -0.008655, 0.100000, 0.003120, 1.000000, 0.349066, 0.023997, 0.000000, -0.000312, 0.232349, -0.008655, -15.000000, 0.023997, -15.000000, -30.000000, 0.002323, 0.000023, -10.000000, 0.254976
766, 7.66, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002315, 0.000023, 0.231513, -0.000311, 0.254060, -0.008624, 0.100000, 0.003108, 1.000000, 0.349066, 0.023911, 0.000000, -0.000311, 0.231513, -0.008624, -15.000000, 0.023911, -15.000000, -30.000000, 0.002315, 0.000023, -10.000000, 0.254060
767, 7.67, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002307, 0.000023, 0.230681, -0.000309, 0.253146, -0.008593, 0.100000, 0.003097, 1.000000, 0.349066, 0.023825, 0.000000, -0.000309, 0.230681, -0.008593, -15.000000, 0.023825, -15.000000, -30.000000, 0.002307, 0.000023, -10.000000, 0.253146
768, 7.68, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002299, 0.000023, 0.229852, -0.000308, 0.252236, -0.008562, 0.100000, 0.003086, 1.000000, 0.349066, 0.023739, 0.000000, -0.000308, 0.229852, -0.008562, -15.000000, 0.023739, -15.000000, -30.000000, 0.002299, 0.000023, -10.000000, 0.252236
769, 7.69, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002290, 0.000023, 0.229025, -0.000307, 0.251329, -0.008532, 0.100000, 0.003075, 1.000000, 0.349066, 0.023654, 0.000000, -0.000307, 0.229025, -0.008532, -15.000000, 0.023654, -15.000000, -30.000000, 0.002290, 0.000023, -10.000000, 0.251329
770, 7.7, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002282, 0.000023, 0.228202, -0.000306, 0.250426, -0.008501, 0.100000, 0.003064, 1.000000, 0.349066, 0.023569, 0.000000, -0.000306, 0.228202, -0.008501, -15.000000, 0.023569, -15.000000, -30.000000, 0.002282, 0.000023, -10.000000, 0.250426
771, 7.71, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002274, 0.000023, 0.227381, -0.000305, 0.249525, -0.008471, 0.100000, 0.003053, 1.000000, 0.349066, 0.023484, 0.000000, -0.000305, 0.227381, -0.008471, -15.000000, 0.023484, -15.000000, -30.000000, 0.002274, 0.000023, -10.000000, 0.249525
772, 7.72, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002266, 0.000023, 0.226564, -0.000304, 0.248628, -0.008440, 0.100000, 0.003042, 1.000000, 0.349066, 0.023400, 0.000000, -0.000304, 0.226564, -0.008440, -15.000000, 0.023400, -15.000000, -30.000000, 0.002266, 0.000023, -10.000000, 0.248628
773, 7.73, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002257, 0.000023, 0.225749, -0.000303, 0.247734, -0.008410, 0.100000, 0.003031, 1.000000, 0.349066, 0.023316, 0.000000, -0.000303, 0.225749, -0.008410, -15.000000, 0.023316, -15.000000, -30.000000, 0.002257, 0.000023, -10.000000, 0.247734
774, 7.74, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002249, 0.000022, 0.224938, -0.000302, 0.246844, -0.008380, 0.100000, 0.003020, 1.000000, 0.349066, 0.023232, 0.000000, -0.000302, 0.224938, -0.008380, -15.000000, 0.023232, -15.000000, -30.000000, 0.002249, 0.000022, -10.000000, 0.246844
775, 7.75, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002241, 0.000022, 0.224129, -0.000301, 0.245956, -0.008350, 0.100000, 0.003010, 1.000000, 0.349066, 0.023149, 0.000000, -0.000301, 0.224129, -0.008350, -15.000000, 0.023149, -15.000000, -30.000000, 0.002241, 0.000022, -10.000000, 0.245956
776, 7.76, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002233, 0.000022, 0.223323, -0.000300, 0.245072, -0.008320, 0.100000, 0.002999, 1.000000, 0.349066, 0.023065, 0.000000, -0.000300, 0.223323, -0.008320, -15.000000, 0.023065, -15.000000, -30.000000, 0.002233, 0.000022, -10.000000, 0.245072
777, 7.77, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002225, 0.000022, 0.222520, -0.000299, 0.244191, -0.008290, 0.100000, 0.002988, 1.000000, 0.349066, 0.022983, 0.000000, -0.000299, 0.222520, -0.008290, -15.000000, 0.022983, -15.000000, -30.000000, 0.002225, 0.000022, -10.000000, 0.244191
778, 7.78, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002217, 0.000022, 0.221720, -0.000297, 0.243313, -0.008260, 0.100000, 0.002977, 1.000000, 0.349066, 0.022900, 0.000000, -0.000297, 0.221720, -0.008260, -15.000000, 0.022900, -15.000000, -30.000000, 0.002217, 0.000022, -10.000000, 0.243313
779, 7.79, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002209, 0.000022, 0.220923, -0.000296, 0.242438, -0.008230, 0.100000, 0.002967, 1.000000, 0.349066, 0.022818, 0.000000, -0.000296, 0.220923, -0.008230, -15.000000, 0.022818, -15.000000, -30.000000, 0.002209, 0.000022, -10.000000, 0.242438
780, 7.8, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002201, 0.000022, 0.220129, -0.000295, 0.241566, -0.008201, 0.100000, 0.002956, 1.000000, 0.349066, 0.022736, 0.000000, -0.000295, 0.220129, -0.008201, -15.000000, 0.022736, -15.000000, -30.000000, 0.002201, 0.000022, -10.000000, 0.241566
781, 7.81, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002193, 0.000022, 0.219337, -0.000294, 0.240698, -0.008171, 0.100000, 0.002945, 1.000000, 0.349066, 0.022654, 0.000000, -0.000294, 0.219337, -0.008171, -15.000000, 0.022654, -15.000000, -30.000000, 0.002193, 0.000022, -10.000000, 0.240698
782, 7.82, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002185, 0.000022, 0.218549, -0.000293, 0.239832, -0.008142, 0.100000, 0.002935, 1.000000, 0.349066, 0.022572, 0.000000, -0.000293, 0.218549, -0.008142, -15.000000, 0.022572, -15.000000, -30.000000, 0.002185, 0.000022, -10.000000, 0.239832
783, 7.83, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002178, 0.000022, 0.217763, -0.000292, 0.238970, -0.008113, 0.100000, 0.002924, 1.000000, 0.349066, 0.022491, 0.000000, -0.000292, 0.217763, -0.008113, -15.000000, 0.022491, -15.000000, -30.000000, 0.002178, 0.000022, -10.000000, 0.238970
784, 7.84, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002170, 0.000022, 0.216980, -0.000291, 0.238111, -0.008083, 0.100000, 0.002914, 1.000000, 0.349066, 0.022411, 0.000000, -0.000291, 0.216980, -0.008083, -15.000000, 0.022411, -15.000000, -30.000000, 0.002170, 0.000022, -10.000000, 0.238111
785, 7.85, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002162, 0.000022, 0.216200, -0.000290, 0.237255, -0.008054, 0.100000, 0.002903, 1.000000, 0.349066, 0.022330, 0.000000, -0.000290, 0.216200, -0.008054, -15.000000, 0.022330, -15.000000, -30.000000, 0.002162, 0.000022, -10.000000, 0.237255
786, 7.86, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002154, 0.000022, 0.215422, -0.000289, 0.236402, -0.008025, 0.100000, 0.002893, 1.000000, 0.349066, 0.022250, 0.000000, -0.000289, 0.215422, -0.008025, -15.000000, 0.022250, -15.000000, -30.000000, 0.002154, 0.000022, -10.000000, 0.236402
787, 7.87, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002146, 0.000021, 0.214648, -0.000288, 0.235552, -0.007997, 0.100000, 0.002883, 1.000000, 0.349066, 0.022170, 0.000000, -0.000288, 0.214648, -0.007997, -15.000000, 0.022170, -15.000000, -30.000000, 0.002146, 0.000021, -10.000000, 0.235552
788, 7.88, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002139, 0.000021, 0.213876, -0.000287, 0.234705, -0.007968, 0.100000, 0.002872, 1.000000, 0.349066, 0.022090, 0.000000, -0.000287, 0.213876, -0.007968, -15.000000, 0.022090, -15.000000, -30.000000, 0.002139, 0.000021, -10.000000, 0.234705
789, 7.89, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002131, 0.000021, 0.213107, -0.000286, 0.233861, -0.007939, 0.100000, 0.002862, 1.000000, 0.349066, 0.022011, 0.000000, -0.000286, 0.213107, -0.007939, -15.000000, 0.022011, -15.000000, -30.000000, 0.002131, 0.000021, -10.000000, 0.233861
790, 7.9, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002123, 0.000021, 0.212341, -0.000285, 0.233020, -0.007911, 0.100000, 0.002852, 1.000000, 0.349066, 0.021932, 0.000000, -0.000285, 0.212341, -0.007911, -15.000000, 0.021932, -15.000000, -30.000000, 0.002123, 0.000021, -10.000000, 0.233020
791, 7.91, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002116, 0.000021, 0.211578, -0.000284, 0.232183, -0.007882, 0.100000, 0.002841, 1.000000, 0.349066, 0.021853, 0.000000, -0.000284, 0.211578, -0.007882, -15.000000, 0.021853, -15.000000, -30.000000, 0.002116, 0.000021, -10.000000, 0.232183
792, 7.92, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002108, 0.000021, 0.210817, -0.000283, 0.231348, -0.007854, 0.100000, 0.002831, 1.000000, 0.349066, 0.021774, 0.000000, -0.000283, 0.210817, -0.007854, -15.000000, 0.021774, -15.000000, -30.000000, 0.002108, 0.000021, -10.000000, 0.231348
793, 7.93, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002101, 0.000021, 0.210059, -0.000282, 0.230516, -0.007826, 0.100000, 0.002821, 1.000000, 0.349066, 0.021696, 0.000000, -0.000282, 0.210059, -0.007826, -15.000000, 0.021696, -15.000000, -30.000000, 0.002101, 0.000021, -10.000000, 0.230516
794, 7.94, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002093, 0.000021, 0.209304, -0.000281, 0.229687, -0.007798, 0.100000, 0.002811, 1.000000, 0.349066, 0.021618, 0.000000, -0.000281, 0.209304, -0.007798, -15.000000, 0.021618, -15.000000, -30.000000, 0.002093, 0.000021, -10.000000, 0.229687
795, 7.95, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002086, 0.000021, 0.208551, -0.000280, 0.228861, -0.007770, 0.100000, 0.002801, 1.000000, 0.349066, 0.021540, 0.000000, -0.000280, 0.208551, -0.007770, -15.000000, 0.021540, -15.000000, -30.000000, 0.002086, 0.000021, -10.000000, 0.228861
796, 7.96, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002078, 0.000021, 0.207801, -0.000279, 0.228039, -0.007742, 0.100000, 0.002791, 1.000000, 0.349066, 0.021463, 0.000000, -0.000279, 0.207801, -0.007742, -15.000000, 0.021463, -15.000000, -30.000000, 0.002078, 0.000021, -10.000000, 0.228039
797, 7.97, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002071, 0.000021, 0.207054, -0.000278, 0.227219, -0.007714, 0.100000, 0.002781, 1.000000, 0.349066, 0.021386, 0.000000, -0.000278, 0.207054, -0.007714, -15.000000, 0.021386, -15.000000, -30.000000, 0.002071, 0.000021, -10.000000, 0.227219
798, 7.98, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002063, 0.000021, 0.206310, -0.000277, 0.226402, -0.007686, 0.100000, 0.002771, 1.000000, 0.349066, 0.021309, 0.000000, -0.000277, 0.206310, -0.007686, -15.000000, 0.021309, -15.000000, -30.000000, 0.002063, 0.000021, -10.000000, 0.226402
799, 7.99, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002056, 0.000021, 0.205568, -0.000276, 0.225588, -0.007659, 0.100000, 0.002761, 1.000000, 0.349066, 0.021232, 0.000000, -0.000276, 0.205568, -0.007659, -15.000000, 0.021232, -15.000000, -30.000000, 0.002056, 0.000021, -10.000000, 0.225588
800, 8, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002048, 0.000020, 0.204829, -0.000275, 0.224777, -0.007631, 0.100000, 0.002751, 1.000000, 0.349066, 0.021156, 0.000000, -0.000275, 0.204829, -0.007631, -15.000000, 0.021156, -15.000000, -30.000000, 0.002048, 0.000020, -10.000000, 0.224777
801, 8.01, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002041, 0.000020, 0.204093, -0.000274, 0.223969, -0.007604, 0.100000, 0.002741, 1.000000, 0.349066, 0.021080, 0.000000, -0.000274, 0.204093, -0.007604, -15.000000, 0.021080, -15.000000, -30.000000, 0.002041, 0.000020, -10.000000, 0.223969
802, 8.02, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002034, 0.000020, 0.203359, -0.000273, 0.223163, -0.007576, 0.100000, 0.002731, 1.000000, 0.349066, 0.021004, 0.000000, -0.000273, 0.203359, -0.007576, -15.000000, 0.021004, -15.000000, -30.000000, 0.002034, 0.000020, -10.000000, 0.223163
803, 8.03, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002026, 0.000020, 0.202628, -0.000272, 0.222361, -0.007549, 0.100000, 0.002722, 1.000000, 0.349066, 0.020929, 0.000000, -0.000272, 0.202628, -0.007549, -15.000000, 0.020929, -15.000000, -30.000000, 0.002026, 0.000020, -10.000000, 0.222361
804, 8.04, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002019, 0.000020, 0.201899, -0.000271, 0.221562, -0.007522, 0.100000, 0.002712, 1.000000, 0.349066, 0.020853, 0.000000, -0.000271, 0.201899, -0.007522, -15.000000, 0.020853, -15.000000, -30.000000, 0.002019, 0.000020, -10.000000, 0.221562
805, 8.05, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.002012, 0.000020, 0.201173, -0.000270, 0.220765, -0.007495, 0.100000, 0.002702, 1.000000, 0.349066, 0.020778, 0.000000, -0.000270, 0.201173, -0.007495, -15.000000, 0.020778, -15.000000, -30.000000, 0.002012, 0.000020, -10.000000, 0.220765
